,ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance Score
515,516,Student_516,1.2,72,92,A,Pass,76.92
516,517,Student_517,4.4,61,65,D,Pass,57.74
517,518,Student_518,8.3,62,49,F,Fail,48.83
518,519,Student_519,9.9,74,40,F,Fail,47.19
519,520,Student_520,2.4,94,73,C,Pass,72.24
520,521,Student_521,6.3,100,71,C,Pass,73.23
521,522,Student_522,4.4,68,83,B,Pass,70.64
522,523,Student_523,9.7,95,69,D,Pass,70.87
523,524,Student_524,8.6,85,44,F,Fail,52.76
524,525,Student_525,8.5,94,83,B,Pass,78.85
525,526,Student_526,5.2,57,51,F,Fail,48.22
526,527,Student_527,4.7,78,91,A,Pass,78.47
527,528,Student_528,3.5,81,89,B,Pass,78.05
528,529,Student_529,1.5,100,72,C,Pass,73.35
529,530,Student_530,8.8,93,82,B,Pass,77.98
530,531,Student_531,8.3,67,58,F,Fail,55.73
531,532,Student_532,10.0,55,68,D,Pass,58.3
532,533,Student_533,10.0,67,89,B,Pass,74.5
533,534,Student_534,6.0,68,67,D,Pass,61.2
534,535,Student_535,7.9,71,61,D,Pass,58.69
535,536,Student_536,9.5,86,69,D,Pass,68.15
536,537,Student_537,8.6,81,89,B,Pass,78.56
537,538,Student_538,3.2,90,60,D,Pass,63.32
538,539,Student_539,5.1,52,50,F,Fail,46.11
539,540,Student_540,2.2,77,82,B,Pass,72.52
540,541,Student_541,9.6,59,89,B,Pass,72.06
541,542,Student_542,6.5,100,46,F,Fail,58.25
542,543,Student_543,3.1,84,54,F,Fail,57.91
543,544,Student_544,7.0,78,48,F,Fail,52.9
544,545,Student_545,6.6,64,60,D,Pass,55.86
545,546,Student_546,4.2,82,67,D,Pass,65.22
546,547,Student_547,2.0,56,84,B,Pass,67.4
547,548,Student_548,7.0,61,79,C,Pass,66.4
548,549,Student_549,5.7,98,77,C,Pass,76.17
549,550,Student_550,8.0,79,61,D,Pass,61.1
550,551,Student_551,5.7,70,90,A,Pass,75.57
551,552,Student_552,8.7,80,68,D,Pass,65.67
552,553,Student_553,6.0,73,98,A,Pass,81.3
553,554,Student_554,6.0,69,78,C,Pass,68.1
554,555,Student_555,8.9,86,47,F,Fail,54.89
555,556,Student_556,4.6,53,80,B,Pass,64.36
556,557,Student_557,2.2,77,59,F,Fail,58.72
557,558,Student_558,1.3,93,81,B,Pass,76.63
558,559,Student_559,7.8,69,44,F,Fail,47.88
559,560,Student_560,6.6,73,50,F,Fail,52.56
560,561,Student_561,7.3,99,91,A,Pass,85.03
561,562,Student_562,2.9,98,53,F,Fail,61.49
562,563,Student_563,2.2,100,90,A,Pass,84.22
563,564,Student_564,1.1,81,56,F,Fail,58.01
564,565,Student_565,4.2,90,78,C,Pass,74.22
565,566,Student_566,6.3,85,81,B,Pass,74.73
566,567,Student_567,4.5,83,70,C,Pass,67.35
567,568,Student_568,4.9,85,69,D,Pass,67.39
568,569,Student_569,9.1,51,52,F,Fail,47.41
569,570,Student_570,4.1,64,42,F,Fail,44.81
570,571,Student_571,5.6,83,58,F,Fail,60.26
571,572,Student_572,8.1,85,79,C,Pass,73.71
572,573,Student_573,4.6,55,96,A,Pass,74.56
573,574,Student_574,6.6,88,92,A,Pass,82.26
574,575,Student_575,8.8,91,86,B,Pass,79.78
575,576,Student_576,9.5,100,87,B,Pass,83.15
576,577,Student_577,2.3,100,69,D,Pass,71.63
577,578,Student_578,9.3,61,55,F,Fail,52.23
578,579,Student_579,5.4,52,94,A,Pass,72.54
579,580,Student_580,3.3,94,80,B,Pass,76.53
580,581,Student_581,5.1,67,73,C,Pass,64.41
581,582,Student_582,9.8,89,46,F,Fail,55.28
582,583,Student_583,5.4,70,66,D,Pass,61.14
583,584,Student_584,4.0,64,67,D,Pass,59.8
584,585,Student_585,6.7,82,91,A,Pass,79.87
585,586,Student_586,3.2,84,72,C,Pass,68.72
586,587,Student_587,1.7,75,62,D,Pass,59.87
587,588,Student_588,2.2,57,98,A,Pass,76.12
588,589,Student_589,2.2,85,46,F,Fail,53.32
589,590,Student_590,2.4,97,65,D,Pass,68.34
590,591,Student_591,2.2,79,42,F,Fail,49.12
591,592,Student_592,6.8,72,84,B,Pass,72.68
592,593,Student_593,2.6,91,95,A,Pass,84.56
593,594,Student_594,4.1,93,56,F,Fail,61.91
594,595,Student_595,9.1,63,91,A,Pass,74.41
595,596,Student_596,5.3,63,57,F,Fail,53.63
596,597,Student_597,7.0,51,94,A,Pass,72.4
597,598,Student_598,2.6,86,85,B,Pass,77.06
598,599,Student_599,2.7,54,88,B,Pass,69.27
599,600,Student_600,1.4,87,41,F,Fail,50.84
600,601,Student_601,2.5,94,97,A,Pass,86.65
601,602,Student_602,3.5,90,83,B,Pass,77.15
602,603,Student_603,2.6,96,58,F,Fail,63.86
603,604,Student_604,1.8,63,89,B,Pass,72.48
604,605,Student_605,2.1,88,56,F,Fail,60.21
605,606,Student_606,5.1,74,92,A,Pass,77.91
606,607,Student_607,2.9,69,46,F,Fail,48.59
607,608,Student_608,4.3,51,82,B,Pass,64.93
608,609,Student_609,5.5,88,72,C,Pass,70.15
609,610,Student_610,7.2,55,45,F,Fail,44.22
610,611,Student_611,1.4,66,54,F,Fail,52.34
611,612,Student_612,8.2,74,69,D,Pass,64.42
612,613,Student_613,6.7,77,68,D,Pass,64.57
613,614,Student_614,1.7,51,58,F,Fail,50.27
614,615,Student_615,8.9,84,75,C,Pass,71.09
615,616,Student_616,9.3,86,57,F,Fail,60.93
616,617,Student_617,1.5,54,58,F,Fail,51.15
617,618,Student_618,3.5,50,84,B,Pass,65.75
618,619,Student_619,8.3,89,69,D,Pass,68.93
619,620,Student_620,7.7,61,94,A,Pass,75.47
620,621,Student_621,2.7,85,91,A,Pass,80.37
621,622,Student_622,2.9,94,80,B,Pass,76.49
622,623,Student_623,4.3,72,75,C,Pass,67.03
623,624,Student_624,5.4,96,69,D,Pass,70.74
624,625,Student_625,6.6,80,51,F,Fail,55.26
625,626,Student_626,4.3,60,44,F,Fail,44.83
626,627,Student_627,5.2,59,54,F,Fail,50.62
627,628,Student_628,7.7,52,87,B,Pass,68.57
628,629,Student_629,1.3,63,42,F,Fail,44.23
629,630,Student_630,3.3,65,75,C,Pass,64.83
630,631,Student_631,7.4,59,99,A,Pass,77.84
631,632,Student_632,9.1,78,69,D,Pass,65.71
632,633,Student_633,5.6,59,69,D,Pass,59.66
633,634,Student_634,5.8,61,43,F,Fail,44.68
634,635,Student_635,2.0,79,89,B,Pass,77.3
635,636,Student_636,5.0,90,75,C,Pass,72.5
636,637,Student_637,5.8,50,46,F,Fail,43.18
637,638,Student_638,3.2,54,45,F,Fail,43.52
638,639,Student_639,3.4,69,94,A,Pass,77.44
639,640,Student_640,4.4,57,80,B,Pass,65.54
640,641,Student_641,1.2,92,89,B,Pass,81.12
641,642,Student_642,3.9,61,92,A,Pass,73.89
642,643,Student_643,2.9,50,74,C,Pass,59.69
643,644,Student_644,3.9,69,71,C,Pass,63.69
644,645,Student_645,2.1,77,65,D,Pass,62.31
645,646,Student_646,9.0,92,59,F,Fail,63.9
646,647,Student_647,6.3,86,66,D,Pass,66.03
647,648,Student_648,7.1,96,86,B,Pass,81.11
648,649,Student_649,8.1,86,76,C,Pass,72.21
649,650,Student_650,5.5,61,93,A,Pass,74.65
650,651,Student_651,1.8,86,69,D,Pass,67.38
651,652,Student_652,5.8,98,76,C,Pass,75.58
652,653,Student_653,6.3,98,77,C,Pass,76.23
653,654,Student_654,7.7,93,75,C,Pass,73.67
654,655,Student_655,4.9,77,82,B,Pass,72.79
655,656,Student_656,2.1,96,54,F,Fail,61.41
656,657,Student_657,3.6,64,70,C,Pass,61.56
657,658,Student_658,4.3,55,46,F,Fail,44.53
658,659,Student_659,6.8,93,69,D,Pass,69.98
659,660,Student_660,6.1,69,69,D,Pass,62.71
660,661,Student_661,4.2,99,79,C,Pass,77.52
661,662,Student_662,9.9,63,97,A,Pass,78.09
662,663,Student_663,6.5,51,76,C,Pass,61.55
663,664,Student_664,3.1,58,84,B,Pass,68.11
664,665,Student_665,1.9,86,70,C,Pass,67.99
665,666,Student_666,2.4,69,78,C,Pass,67.74
666,667,Student_667,3.2,75,44,F,Fail,49.22
667,668,Student_668,2.4,78,69,D,Pass,65.04
668,669,Student_669,2.7,50,61,D,Pass,51.87
669,670,Student_670,3.6,84,68,D,Pass,66.36
670,671,Student_671,2.6,55,42,F,Fail,41.96
671,672,Student_672,9.1,86,48,F,Fail,55.51
672,673,Student_673,1.7,54,56,F,Fail,49.97
673,674,Student_674,5.7,82,69,D,Pass,66.57
674,675,Student_675,4.7,98,59,F,Fail,65.27
675,676,Student_676,9.8,100,68,D,Pass,71.78
676,677,Student_677,2.0,63,51,F,Fail,49.7
677,678,Student_678,4.6,61,76,C,Pass,64.36
678,679,Student_679,9.7,91,56,F,Fail,61.87
679,680,Student_680,8.8,69,52,F,Fail,52.78
680,681,Student_681,8.4,99,71,C,Pass,73.14
681,682,Student_682,3.3,73,40,F,Fail,46.23
682,683,Student_683,2.5,92,40,F,Fail,51.85
683,684,Student_684,7.0,83,53,F,Fail,57.4
684,685,Student_685,9.4,74,42,F,Fail,48.34
685,686,Student_686,6.0,99,46,F,Fail,57.9
686,687,Student_687,6.1,78,60,D,Pass,60.01
687,688,Student_688,3.5,88,88,B,Pass,79.55
688,689,Student_689,7.9,80,74,C,Pass,69.19
689,690,Student_690,2.7,96,70,C,Pass,71.07
690,691,Student_691,3.9,92,69,D,Pass,69.39
691,692,Student_692,4.8,99,95,A,Pass,87.18
692,693,Student_693,5.6,72,63,D,Pass,59.96
693,694,Student_694,3.2,93,45,F,Fail,55.22
694,695,Student_695,2.0,87,77,C,Pass,72.5
695,696,Student_696,6.5,69,46,F,Fail,48.95
696,697,Student_697,3.6,72,60,D,Pass,57.96
697,698,Student_698,6.2,94,69,D,Pass,70.22
698,699,Student_699,2.4,65,92,A,Pass,74.94
699,700,Student_700,5.3,99,69,D,Pass,71.63
700,701,Student_701,5.8,91,82,B,Pass,77.08
701,702,Student_702,1.5,57,99,A,Pass,76.65
702,703,Student_703,4.0,99,47,F,Fail,58.3
703,704,Student_704,2.2,70,56,F,Fail,54.82
704,705,Student_705,1.6,50,63,D,Pass,52.96
705,706,Student_706,9.9,57,65,D,Pass,57.09
706,707,Student_707,3.9,78,64,D,Pass,62.19
707,708,Student_708,8.3,81,94,A,Pass,81.53
708,709,Student_709,3.3,87,82,B,Pass,75.63
709,710,Student_710,7.1,54,76,C,Pass,62.51
710,711,Student_711,7.8,96,58,F,Fail,64.38
711,712,Student_712,6.4,71,89,B,Pass,75.34
712,713,Student_713,5.2,96,97,A,Pass,87.52
713,714,Student_714,4.7,83,89,B,Pass,78.77
714,715,Student_715,4.1,50,40,F,Fail,39.41
715,716,Student_716,9.4,75,78,C,Pass,70.24
716,717,Student_717,8.5,92,43,F,Fail,54.25
717,718,Student_718,9.7,59,55,F,Fail,51.67
718,719,Student_719,2.1,79,43,F,Fail,49.71
719,720,Student_720,7.6,99,76,C,Pass,76.06
720,721,Student_721,9.4,67,81,B,Pass,69.64
721,722,Student_722,2.6,66,46,F,Fail,47.66
722,723,Student_723,1.6,75,63,D,Pass,60.46
723,724,Student_724,7.7,57,67,D,Pass,58.07
724,725,Student_725,6.2,96,69,D,Pass,70.82
725,726,Student_726,8.6,89,47,F,Fail,55.76
726,727,Student_727,2.3,98,65,D,Pass,68.63
727,728,Student_728,8.2,61,85,B,Pass,70.12
728,729,Student_729,2.8,76,69,D,Pass,64.48
729,730,Student_730,2.5,57,44,F,Fail,43.75
730,731,Student_731,2.5,74,61,D,Pass,59.05
731,732,Student_732,8.3,95,96,A,Pass,86.93
732,733,Student_733,7.0,53,80,B,Pass,64.6
733,734,Student_734,5.7,82,80,B,Pass,73.17
734,735,Student_735,4.2,50,61,D,Pass,52.02
735,736,Student_736,8.9,68,75,C,Pass,66.29
736,737,Student_737,4.5,80,40,F,Fail,48.45
737,738,Student_738,8.3,65,78,C,Pass,67.13
738,739,Student_739,5.0,63,94,A,Pass,75.8
739,740,Student_740,4.4,97,76,C,Pass,75.14
740,741,Student_741,5.2,54,92,A,Pass,71.92
741,742,Student_742,3.7,90,83,B,Pass,77.17
742,743,Student_743,7.7,75,47,F,Fail,51.47
743,744,Student_744,5.5,77,94,A,Pass,80.05
744,745,Student_745,3.1,51,44,F,Fail,42.01
745,746,Student_746,9.1,99,72,C,Pass,73.81
746,747,Student_747,4.5,55,48,F,Fail,45.75
747,748,Student_748,5.9,58,40,F,Fail,41.99
748,749,Student_749,9.2,82,65,D,Pass,64.52
749,750,Student_750,6.6,90,57,F,Fail,61.86
750,751,Student_751,2.1,74,69,D,Pass,63.81
751,752,Student_752,9.5,97,74,C,Pass,74.45
752,753,Student_753,6.6,62,42,F,Fail,44.46
753,754,Student_754,4.0,58,47,F,Fail,46.0
754,755,Student_755,2.3,62,73,C,Pass,62.63
755,756,Student_756,8.1,80,60,D,Pass,60.81
756,757,Student_757,6.6,90,83,B,Pass,77.46
757,758,Student_758,5.8,60,79,C,Pass,65.98
758,759,Student_759,9.0,53,90,A,Pass,70.8
759,760,Student_760,8.1,83,81,B,Pass,74.31
760,761,Student_761,2.4,87,65,D,Pass,65.34
761,762,Student_762,3.8,95,80,B,Pass,76.88
762,763,Student_763,3.2,53,56,F,Fail,49.82
763,764,Student_764,7.7,87,58,F,Fail,61.67
764,765,Student_765,1.3,68,87,B,Pass,72.73
765,766,Student_766,6.1,55,66,D,Pass,56.71
766,767,Student_767,7.9,83,87,B,Pass,77.89
767,768,Student_768,8.9,67,89,B,Pass,74.39
768,769,Student_769,4.1,62,91,A,Pass,73.61
769,770,Student_770,8.4,90,95,A,Pass,84.84
770,771,Student_771,2.0,72,65,D,Pass,60.8
771,772,Student_772,8.6,68,59,F,Fail,56.66
772,773,Student_773,2.1,94,74,C,Pass,72.81
773,774,Student_774,4.6,60,62,D,Pass,55.66
774,775,Student_775,8.2,50,76,C,Pass,61.42
775,776,Student_776,2.3,73,82,B,Pass,71.33
776,777,Student_777,3.1,56,81,B,Pass,65.71
777,778,Student_778,7.5,74,62,D,Pass,60.15
778,779,Student_779,7.5,70,50,F,Fail,51.75
779,780,Student_780,6.8,64,65,D,Pass,58.88
780,781,Student_781,7.2,50,48,F,Fail,44.52
781,782,Student_782,5.9,61,93,A,Pass,74.69
782,783,Student_783,3.3,56,60,D,Pass,53.13
783,784,Student_784,4.1,64,49,F,Fail,49.01
784,785,Student_785,2.6,70,41,F,Fail,45.86
785,786,Student_786,9.2,68,78,C,Pass,68.12
786,787,Student_787,6.3,78,78,C,Pass,70.83
787,788,Student_788,4.6,74,60,D,Pass,58.66
788,789,Student_789,5.2,82,44,F,Fail,51.52
789,790,Student_790,9.5,98,64,D,Pass,68.75
790,791,Student_791,2.4,81,58,F,Fail,59.34
791,792,Student_792,6.3,98,80,B,Pass,78.03
792,793,Student_793,5.6,84,76,C,Pass,71.36
793,794,Student_794,6.5,93,61,D,Pass,65.15
794,795,Student_795,1.2,87,53,F,Fail,58.02
795,796,Student_796,8.8,75,99,A,Pass,82.78
796,797,Student_797,9.4,60,67,D,Pass,59.14
797,798,Student_798,6.1,84,81,B,Pass,74.41
798,799,Student_799,7.3,57,48,F,Fail,46.63
799,800,Student_800,9.3,95,69,D,Pass,70.83
800,801,Student_801,7.4,63,41,F,Fail,44.24
801,802,Student_802,2.4,59,70,C,Pass,59.94
802,803,Student_803,6.2,51,97,A,Pass,74.12
803,804,Student_804,6.5,95,63,D,Pass,66.95
804,805,Student_805,4.8,58,42,F,Fail,43.08
805,806,Student_806,7.6,52,41,F,Fail,40.96
806,807,Student_807,9.4,70,63,D,Pass,59.74
807,808,Student_808,9.3,75,49,F,Fail,52.83
808,809,Student_809,5.1,57,41,F,Fail,42.21
809,810,Student_810,2.0,97,85,B,Pass,80.3
810,811,Student_811,9.9,51,67,D,Pass,56.49
811,812,Student_812,8.6,55,57,F,Fail,51.56
812,813,Student_813,2.1,77,94,A,Pass,79.71
813,814,Student_814,9.3,78,47,F,Fail,52.53
814,815,Student_815,8.8,75,97,A,Pass,81.58
815,816,Student_816,5.7,74,58,F,Fail,57.57
816,817,Student_817,6.3,61,93,A,Pass,74.73
817,818,Student_818,4.6,54,76,C,Pass,62.26
818,819,Student_819,1.5,83,69,D,Pass,66.45
819,820,Student_820,4.0,97,99,A,Pass,88.9
820,821,Student_821,8.2,86,57,F,Fail,60.82
821,822,Student_822,1.0,64,97,A,Pass,77.5
822,823,Student_823,4.0,93,63,D,Pass,66.1
823,824,Student_824,4.6,85,63,D,Pass,63.76
824,825,Student_825,5.8,64,60,D,Pass,55.78
825,826,Student_826,9.3,92,72,C,Pass,71.73
826,827,Student_827,4.1,97,49,F,Fail,58.91
827,828,Student_828,4.1,72,69,D,Pass,63.41
828,829,Student_829,7.6,55,72,C,Pass,60.46
829,830,Student_830,5.1,95,85,B,Pass,80.01
830,831,Student_831,3.0,99,90,A,Pass,84.0
831,832,Student_832,5.1,93,69,D,Pass,69.81
832,833,Student_833,2.3,92,58,F,Fail,62.63
833,834,Student_834,2.6,94,55,F,Fail,61.46
834,835,Student_835,5.5,70,51,F,Fail,52.15
835,836,Student_836,4.8,72,43,F,Fail,47.88
836,837,Student_837,9.2,92,60,D,Pass,64.52
837,838,Student_838,4.3,65,56,F,Fail,53.53
838,839,Student_839,6.2,96,98,A,Pass,88.22
839,840,Student_840,6.7,64,73,C,Pass,63.67
840,841,Student_841,1.1,74,60,D,Pass,58.31
841,842,Student_842,7.0,85,74,C,Pass,70.6
842,843,Student_843,2.6,60,48,F,Fail,47.06
843,844,Student_844,9.6,100,66,D,Pass,70.56
844,845,Student_845,2.3,64,77,C,Pass,65.63
845,846,Student_846,4.7,53,69,D,Pass,57.77
846,847,Student_847,1.8,70,64,D,Pass,59.58
847,848,Student_848,10.0,62,99,A,Pass,79.0
848,849,Student_849,5.5,71,92,A,Pass,77.05
849,850,Student_850,6.4,68,69,D,Pass,62.44
850,851,Student_851,1.6,83,74,C,Pass,69.46
851,852,Student_852,7.7,63,77,C,Pass,65.87
852,853,Student_853,2.9,53,52,F,Fail,47.39
853,854,Student_854,9.1,97,63,D,Pass,67.81
854,855,Student_855,2.8,95,42,F,Fail,53.98
855,856,Student_856,2.7,76,68,D,Pass,63.87
856,857,Student_857,1.3,78,72,C,Pass,66.73
857,858,Student_858,5.2,96,53,F,Fail,61.12
858,859,Student_859,6.1,77,97,A,Pass,81.91
859,860,Student_860,1.6,84,94,A,Pass,81.76
860,861,Student_861,8.0,57,83,B,Pass,67.7
861,862,Student_862,5.1,65,72,C,Pass,63.21
862,863,Student_863,5.7,91,92,A,Pass,83.07
863,864,Student_864,5.0,85,47,F,Fail,54.2
864,865,Student_865,4.6,79,87,B,Pass,76.36
865,866,Student_866,6.0,67,47,F,Fail,48.9
866,867,Student_867,2.4,51,87,B,Pass,67.74
867,868,Student_868,2.6,98,56,F,Fail,63.26
868,869,Student_869,8.8,62,92,A,Pass,74.68
869,870,Student_870,9.5,53,96,A,Pass,74.45
870,871,Student_871,4.4,75,48,F,Fail,51.74
871,872,Student_872,3.4,74,67,D,Pass,62.74
872,873,Student_873,6.8,79,98,A,Pass,83.18
873,874,Student_874,4.7,60,69,D,Pass,59.87
874,875,Student_875,1.2,56,91,A,Pass,71.52
875,876,Student_876,2.4,80,69,D,Pass,65.64
876,877,Student_877,7.4,93,62,D,Pass,65.84
877,878,Student_878,6.9,59,57,F,Fail,52.59
878,879,Student_879,1.2,88,52,F,Fail,57.72
879,880,Student_880,3.0,62,85,B,Pass,69.9
880,881,Student_881,3.1,80,63,D,Pass,62.11
881,882,Student_882,7.0,56,70,C,Pass,59.5
882,883,Student_883,1.2,98,69,D,Pass,70.92
883,884,Student_884,1.9,91,74,C,Pass,71.89
884,885,Student_885,8.2,91,91,A,Pass,82.72
885,886,Student_886,2.6,85,98,A,Pass,84.56
886,887,Student_887,6.9,69,64,D,Pass,59.79
887,888,Student_888,3.1,53,89,B,Pass,69.61
888,889,Student_889,1.9,56,69,D,Pass,58.39
889,890,Student_890,3.2,50,74,C,Pass,59.72
890,891,Student_891,7.5,93,97,A,Pass,86.85
891,892,Student_892,8.7,94,52,F,Fail,60.27
892,893,Student_893,8.5,91,46,F,Fail,55.75
893,894,Student_894,4.6,96,91,A,Pass,83.86
894,895,Student_895,7.0,62,66,D,Pass,58.9
895,896,Student_896,2.8,71,90,A,Pass,75.58
896,897,Student_897,3.6,70,93,A,Pass,77.16
897,898,Student_898,9.1,71,43,F,Fail,48.01
898,899,Student_899,1.1,77,93,A,Pass,79.01
899,900,Student_900,1.8,58,66,D,Pass,57.18
900,901,Student_901,2.9,75,70,C,Pass,64.79
901,902,Student_902,1.2,58,77,C,Pass,63.72
902,903,Student_903,2.6,64,95,A,Pass,76.46
903,904,Student_904,6.2,59,41,F,Fail,42.92
904,905,Student_905,4.8,73,68,D,Pass,63.18
905,906,Student_906,9.0,91,69,D,Pass,69.6
906,907,Student_907,8.4,57,83,B,Pass,67.74
907,908,Student_908,4.1,73,81,B,Pass,70.91
908,909,Student_909,3.3,65,48,F,Fail,48.63
909,910,Student_910,4.4,98,58,F,Fail,64.64
910,911,Student_911,6.3,75,69,D,Pass,64.53
911,912,Student_912,3.4,76,88,B,Pass,75.94
912,913,Student_913,6.6,86,56,F,Fail,60.06
913,914,Student_914,4.7,53,52,F,Fail,47.57
914,915,Student_915,6.0,99,97,A,Pass,88.5
915,916,Student_916,4.9,73,40,F,Fail,46.39
916,917,Student_917,3.7,68,69,D,Pass,62.17
917,918,Student_918,9.5,85,80,B,Pass,74.45
918,919,Student_919,7.9,88,89,B,Pass,80.59
919,920,Student_920,2.3,59,57,F,Fail,52.13
920,921,Student_921,8.8,74,40,F,Fail,47.08
921,922,Student_922,5.4,67,84,B,Pass,71.04
922,923,Student_923,9.1,68,69,D,Pass,62.71
923,924,Student_924,8.2,85,84,B,Pass,76.72
924,925,Student_925,4.8,59,69,D,Pass,59.58
925,926,Student_926,1.2,82,85,B,Pass,75.72
926,927,Student_927,3.4,99,86,B,Pass,81.64
927,928,Student_928,5.9,54,79,C,Pass,64.19
928,929,Student_929,6.7,96,69,D,Pass,70.87
929,930,Student_930,3.3,98,90,A,Pass,83.73
930,931,Student_931,2.3,84,76,C,Pass,71.03
931,932,Student_932,8.5,93,45,F,Fail,55.75
932,933,Student_933,9.9,83,69,D,Pass,67.29
933,934,Student_934,5.7,82,44,F,Fail,51.57
934,935,Student_935,2.5,70,64,D,Pass,59.65
935,936,Student_936,3.5,66,64,D,Pass,58.55
936,937,Student_937,1.2,71,44,F,Fail,47.82
937,938,Student_938,9.2,97,60,D,Pass,66.02
938,939,Student_939,2.1,86,46,F,Fail,53.61
939,940,Student_940,6.2,64,88,B,Pass,72.62
940,941,Student_941,3.5,84,96,A,Pass,83.15
941,942,Student_942,6.0,77,44,F,Fail,50.1
942,943,Student_943,6.9,56,97,A,Pass,75.69
943,944,Student_944,8.5,81,71,C,Pass,67.75
944,945,Student_945,2.9,60,58,F,Fail,53.09
945,946,Student_946,1.1,59,44,F,Fail,44.21
946,947,Student_947,2.2,58,70,C,Pass,59.62
947,948,Student_948,9.1,63,87,B,Pass,72.01
948,949,Student_949,8.9,62,82,B,Pass,68.69
949,950,Student_950,6.4,74,43,F,Fail,48.64
950,951,Student_951,6.4,51,69,D,Pass,57.34
951,952,Student_952,7.0,84,64,D,Pass,64.3
952,953,Student_953,2.6,56,57,F,Fail,51.26
953,954,Student_954,9.2,70,53,F,Fail,53.72
954,955,Student_955,4.8,67,56,F,Fail,54.18
955,956,Student_956,4.4,52,88,B,Pass,68.84
956,957,Student_957,5.7,91,95,A,Pass,84.87
957,958,Student_958,1.4,88,64,D,Pass,64.94
958,959,Student_959,2.5,90,94,A,Pass,83.65
959,960,Student_960,7.6,98,59,F,Fail,65.56
960,961,Student_961,1.7,60,68,D,Pass,58.97
961,962,Student_962,6.4,88,53,F,Fail,58.84
962,963,Student_963,3.2,73,78,C,Pass,69.02
963,964,Student_964,4.5,95,98,A,Pass,87.75
964,965,Student_965,3.6,68,76,C,Pass,66.36
965,966,Student_966,4.2,53,61,D,Pass,52.92
966,967,Student_967,7.5,75,78,C,Pass,70.05
967,968,Student_968,3.7,87,47,F,Fail,54.67
968,969,Student_969,6.1,91,93,A,Pass,83.71
969,970,Student_970,5.3,81,70,C,Pass,66.83
970,971,Student_971,7.0,88,67,D,Pass,67.3
971,972,Student_972,9.4,94,69,D,Pass,70.54
972,973,Student_973,7.6,95,77,C,Pass,75.46
973,974,Student_974,2.9,85,44,F,Fail,52.19
974,975,Student_975,1.3,89,81,B,Pass,75.43
975,976,Student_976,3.4,86,54,F,Fail,58.54
976,977,Student_977,6.4,82,82,B,Pass,74.44
977,978,Student_978,1.5,85,89,B,Pass,79.05
978,979,Student_979,5.5,52,88,B,Pass,68.95
979,980,Student_980,6.4,58,73,C,Pass,61.84
980,981,Student_981,4.0,57,71,C,Pass,60.1
981,982,Student_982,7.9,82,48,F,Fail,54.19
982,983,Student_983,2.0,55,86,B,Pass,68.3
983,984,Student_984,1.7,90,56,F,Fail,60.77
984,985,Student_985,7.6,88,69,D,Pass,68.56
985,986,Student_986,5.5,53,57,F,Fail,50.65
986,987,Student_987,7.2,62,69,D,Pass,60.72
987,988,Student_988,4.9,98,77,C,Pass,76.09
988,989,Student_989,3.2,51,43,F,Fail,41.42
989,990,Student_990,8.4,54,84,B,Pass,67.44
990,991,Student_991,8.2,93,59,F,Fail,64.12
991,992,Student_992,7.3,76,40,F,Fail,47.53
992,993,Student_993,3.4,81,70,C,Pass,66.64
993,994,Student_994,6.3,70,42,F,Fail,46.83
994,995,Student_995,4.2,57,56,F,Fail,51.12
995,996,Student_996,1.8,87,82,B,Pass,75.48
996,997,Student_997,9.3,57,43,F,Fail,43.83
997,998,Student_998,2.2,99,90,A,Pass,83.92
998,999,Student_999,9.6,52,40,F,Fail,40.56
999,1000,Student_1000,5.0,93,54,F,Fail,60.8
